date,product_id,product_name,price,units,rating
2024-04-01,P1004,Delta Power Bank,995.39,10,3.7
2024-04-01,P1005,Epsilon Charger,817.26,11,3.4
2024-04-02,P1001,Alpha Watch,1925.04,7,4.2
2024-04-02,P1002,Beta Earbuds,1545.23,10,4.2
2024-04-02,P1003,Gamma Phone Case,395.08,20,3.4
2024-04-02,P1004,Delta Power Bank,1040.54,6,4.1
2024-04-02,P1005,Epsilon Charger,772.99,12,4.6
2024-04-03,P1001,Alpha Watch,2085.39,11,3.8
2024-04-03,P1002,Beta Earbuds,1545.04,18,3.5
2024-04-03,P1003,Gamma Phone Case,403.65,19,4.0
2024-04-03,P1004,Delta Power Bank,954.14,8,3.9
2024-04-03,P1005,Epsilon Charger,799.72,9,4.6
2024-04-04,P1001,Alpha Watch,2021.71,7,3.9
2024-04-04,P1002,Beta Earbuds,1525.34,16,3.5
2024-04-04,P1003,Gamma Phone Case,322.53,22,4.3
2024-04-04,P1004,Delta Power Bank,971.55,8,4.4
2024-04-04,P1005,Epsilon Charger,768.49,8,4.4
2024-04-05,P1001,Alpha Watch,1911.24,7,5.0
2024-04-05,P1002,Beta Earbuds,1239.04,7,4.4
2024-04-05,P1003,Gamma Phone Case,407.85,21,3.8
2024-04-05,P1004,Delta Power Bank,999.52,7,4.0
2024-04-05,P1005,Epsilon Charger,610.92,13,4.1
2024-04-06,P1001,Alpha Watch,1974.88,8,5.0
2024-04-06,P1002,Beta Earbuds,1164.2,10,4.6
2024-04-06,P1003,Gamma Phone Case,417.82,21,3.6
2024-04-06,P1004,Delta Power Bank,987.26,7,4.5
2024-04-06,P1005,Epsilon Charger,807.47,13,4.6
2024-04-07,P1001,Alpha Watch,2060.43,6,4.5
2024-04-07,P1002,Beta Earbuds,1424.12,11,4.1
2024-04-07,P1003,Gamma Phone Case,407.06,24,4.6
2024-04-07,P1004,Delta Power Bank,801.56,9,5.0
2024-04-07,P1005,Epsilon Charger,795.8,15,4.9
2024-04-08,P1001,Alpha Watch,2019.42,8,3.6
2024-04-08,P1002,Beta Earbuds,1240.3,14,5.0
2024-04-08,P1003,Gamma Phone Case,383.17,19,3.6
2024-04-08,P1004,Delta Power Bank,1035.88,11,4.1
2024-04-08,P1005,Epsilon Charger,835.53,5,4.2
2024-04-09,P1001,Alpha Watch,1954.56,5,3.8
2024-04-09,P1002,Beta Earbuds,1482.39,13,4.4
2024-04-09,P1003,Gamma Phone Case,383.24,20,4.7
2024-04-09,P1004,Delta Power Bank,972.62,11,4.6
2024-04-09,P1005,Epsilon Charger,791.62,7,4.7
2024-04-10,P1001,Alpha Watch,1926.96,5,4.8
2024-04-10,P1002,Beta Earbuds,1497.26,8,2.8
2024-04-10,P1003,Gamma Phone Case,390.67,16,3.3
2024-04-10,P1004,Delta Power Bank,1022.55,14,3.3
2024-04-10,P1005,Epsilon Charger,814.44,7,3.8
2024-04-11,P1001,Alpha Watch,1906.89,8,4.4
2024-04-11,P1002,Beta Earbuds,1453.58,13,3.3
2024-04-11,P1003,Gamma Phone Case,395.18,23,2.7
2024-04-11,P1004,Delta Power Bank,993.67,6,5.0
2024-04-11,P1005,Epsilon Charger,818.93,4,4.3
2024-04-12,P1001,Alpha Watch,1934.47,9,4.8
2024-04-12,P1002,Beta Earbuds,1509.06,13,2.9
2024-04-12,P1003,Gamma Phone Case,416.42,21,4.2
2024-04-12,P1004,Delta Power Bank,1010.94,12,3.8
2024-04-12,P1005,Epsilon Charger,780.92,7,3.5
2024-04-13,P1001,Alpha Watch,2078.54,9,4.0
2024-04-13,P1002,Beta Earbuds,1560.17,14,3.0
2024-04-13,P1003,Gamma Phone Case,403.19,24,3.6
2024-04-13,P1004,Delta Power Bank,968.28,14,5.0
2024-04-13,P1005,Epsilon Charger,764.37,15,3.6
2024-04-14,P1001,Alpha Watch,2068.14,7,4.0
2024-04-14,P1002,Beta Earbuds,1499.74,11,4.9
2024-04-14,P1003,Gamma Phone Case,390.01,26,3.8
2024-04-14,P1004,Delta Power Bank,999.17,14,3.2
2024-04-14,P1005,Epsilon Charger,801.85,9,4.3
2024-04-15,P1001,Alpha Watch,2008.57,12,4.5
2024-04-15,P1002,Beta Earbuds,1463.48,4,4.4
2024-04-15,P1003,Gamma Phone Case,395.2,17,4.4
2024-04-15,P1004,Delta Power Bank,971.89,3,4.1
2024-04-15,P1005,Epsilon Charger,789.32,10,4.4
2024-04-16,P1001,Alpha Watch,2038.71,3,3.8
2024-04-16,P1002,Beta Earbuds,1225.25,15,3.6
2024-04-16,P1003,Gamma Phone Case,379.51,20,4.3
2024-04-16,P1004,Delta Power Bank,1037.22,11,4.0
2024-04-16,P1005,Epsilon Charger,763.05,9,2.9
2024-04-17,P1001,Alpha Watch,2053.27,6,4.8
2024-04-17,P1002,Beta Earbuds,1555.48,8,3.1
2024-04-17,P1003,Gamma Phone Case,394.59,16,3.3
2024-04-17,P1004,Delta Power Bank,967.73,12,4.6
2024-04-17,P1005,Epsilon Charger,813.63,9,5.0
2024-04-18,P1001,Alpha Watch,1903.22,5,4.1
2024-04-18,P1002,Beta Earbuds,1529.27,13,3.8
2024-04-18,P1003,Gamma Phone Case,381.49,19,3.8
2024-04-18,P1004,Delta Power Bank,968.51,9,4.5
2024-04-18,P1005,Epsilon Charger,799.63,5,4.1
2024-04-19,P1001,Alpha Watch,1943.48,8,4.6
2024-04-19,P1002,Beta Earbuds,1509.37,12,4.2
2024-04-19,P1003,Gamma Phone Case,406.07,21,3.4
2024-04-19,P1004,Delta Power Bank,1023.02,4,3.8
2024-04-19,P1005,Epsilon Charger,822.97,10,4.7
2024-04-20,P1001,Alpha Watch,2014.03,6,4.6
2024-04-20,P1002,Beta Earbuds,1459.7,18,4.0
2024-04-20,P1003,Gamma Phone Case,388.75,23,4.1
2024-04-20,P1004,Delta Power Bank,959.88,9,4.4
2024-04-20,P1005,Epsilon Charger,764.07,10,3.3
2024-04-21,P1001,Alpha Watch,1586.36,7,4.0
2024-04-21,P1002,Beta Earbuds,1430.7,14,4.4
2024-04-21,P1003,Gamma Phone Case,379.93,25,4.1
2024-04-21,P1004,Delta Power Bank,1006.26,13,3.9
2024-04-21,P1005,Epsilon Charger,821.28,9,3.4
2024-04-22,P1001,Alpha Watch,1952.0,11,3.8
2024-04-22,P1002,Beta Earbuds,1533.41,11,4.2
2024-04-22,P1003,Gamma Phone Case,400.54,22,4.8
2024-04-22,P1004,Delta Power Bank,990.03,12,5.0
2024-04-22,P1005,Epsilon Charger,813.25,11,3.5
2024-04-23,P1001,Alpha Watch,1915.91,3,4.4
2024-04-23,P1002,Beta Earbuds,1454.8,16,3.5
2024-04-23,P1003,Gamma Phone Case,401.05,22,2.1
2024-04-23,P1004,Delta Power Bank,1037.14,10,3.2
2024-04-23,P1005,Epsilon Charger,809.4,8,4.6
2024-04-24,P1001,Alpha Watch,1992.14,10,4.1
2024-04-24,P1002,Beta Earbuds,1440.1,10,3.6
2024-04-24,P1003,Gamma Phone Case,406.8,17,3.7
2024-04-24,P1004,Delta Power Bank,983.69,12,4.7
2024-04-24,P1005,Epsilon Charger,828.35,9,4.1
2024-04-25,P1001,Alpha Watch,2016.87,13,3.4
2024-04-25,P1002,Beta Earbuds,1472.53,10,4.9
2024-04-25,P1003,Gamma Phone Case,311.38,14,4.3
2024-04-25,P1004,Delta Power Bank,968.4,6,3.6
2024-04-25,P1005,Epsilon Charger,668.53,10,2.7
2024-04-26,P1001,Alpha Watch,2010.2,4,4.6
2024-04-26,P1002,Beta Earbuds,1519.34,11,4.0
2024-04-26,P1003,Gamma Phone Case,415.72,22,3.6
2024-04-26,P1004,Delta Power Bank,985.85,7,3.3
2024-04-26,P1005,Epsilon Charger,830.44,10,4.0
2024-04-27,P1001,Alpha Watch,2066.58,9,3.5
2024-04-27,P1002,Beta Earbuds,1195.04,10,4.1
2024-04-27,P1003,Gamma Phone Case,390.38,25,3.9
2024-04-27,P1004,Delta Power Bank,1002.88,15,3.6
2024-04-27,P1005,Epsilon Charger,759.79,18,3.7
2024-04-28,P1001,Alpha Watch,2018.95,7,3.4
2024-04-28,P1002,Beta Earbuds,1551.08,16,4.1
2024-04-28,P1003,Gamma Phone Case,385.07,21,4.0
2024-04-28,P1004,Delta Power Bank,1001.36,13,3.7
2024-04-28,P1005,Epsilon Charger,780.56,12,4.9
2024-04-29,P1001,Alpha Watch,1950.73,7,4.5
2024-04-29,P1002,Beta Earbuds,1532.27,12,4.7
2024-04-29,P1003,Gamma Phone Case,313.41,27,4.3
2024-04-29,P1004,Delta Power Bank,1023.97,8,3.7
2024-04-29,P1005,Epsilon Charger,810.17,5,4.8
2024-04-30,P1001,Alpha Watch,1958.6,7,4.5
2024-04-30,P1002,Beta Earbuds,1532.48,13,4.4
2024-04-30,P1003,Gamma Phone Case,415.82,25,4.1
2024-04-30,P1004,Delta Power Bank,1031.96,8,3.4
2024-04-30,P1005,Epsilon Charger,763.5,7,3.7
2024-05-01,P1001,Alpha Watch,1941.33,5,4.4
2024-05-01,P1002,Beta Earbuds,1463.88,11,5.0
2024-05-01,P1003,Gamma Phone Case,400.95,25,3.8
2024-05-01,P1004,Delta Power Bank,975.9,11,4.9
2024-05-01,P1005,Epsilon Charger,792.26,9,4.6
2024-05-02,P1001,Alpha Watch,1981.69,7,3.8
2024-05-02,P1002,Beta Earbuds,1493.39,11,3.3
2024-05-02,P1003,Gamma Phone Case,401.48,19,3.4
2024-05-02,P1004,Delta Power Bank,992.07,8,3.7
2024-05-02,P1005,Epsilon Charger,838.33,10,3.2
2024-05-03,P1001,Alpha Watch,2039.1,8,4.7
2024-05-03,P1002,Beta Earbuds,1442.59,14,3.1
2024-05-03,P1003,Gamma Phone Case,414.76,14,4.3
2024-05-03,P1004,Delta Power Bank,1034.48,7,4.0
2024-05-03,P1005,Epsilon Charger,772.52,9,4.3
2024-05-04,P1001,Alpha Watch,2013.72,15,3.0
2024-05-04,P1002,Beta Earbuds,1527.95,12,3.8
2024-05-04,P1003,Gamma Phone Case,401.65,20,3.8
2024-05-04,P1004,Delta Power Bank,1008.59,11,4.4
2024-05-04,P1005,Epsilon Charger,790.22,14,4.3
2024-05-05,P1001,Alpha Watch,1911.76,12,5.0
2024-05-05,P1002,Beta Earbuds,1522.39,16,3.6
2024-05-05,P1003,Gamma Phone Case,418.58,23,4.0
2024-05-05,P1004,Delta Power Bank,1036.14,11,4.6
2024-05-05,P1005,Epsilon Charger,777.54,8,4.8
2024-05-06,P1001,Alpha Watch,1939.8,7,4.1
2024-05-06,P1002,Beta Earbuds,1495.38,8,4.2
2024-05-06,P1003,Gamma Phone Case,405.73,18,2.6
2024-05-06,P1004,Delta Power Bank,1046.93,8,3.0
2024-05-06,P1005,Epsilon Charger,777.76,10,4.6
2024-05-07,P1001,Alpha Watch,2036.85,6,4.3
2024-05-07,P1002,Beta Earbuds,1436.59,11,4.2
2024-05-07,P1003,Gamma Phone Case,384.25,16,3.5
2024-05-07,P1004,Delta Power Bank,1026.95,9,4.0
2024-05-07,P1005,Epsilon Charger,822.49,11,4.3
2024-05-08,P1001,Alpha Watch,1976.61,3,4.4
2024-05-08,P1002,Beta Earbuds,1144.16,6,3.6
2024-05-08,P1003,Gamma Phone Case,392.18,17,4.2
2024-05-08,P1004,Delta Power Bank,768.73,9,4.4
2024-05-08,P1005,Epsilon Charger,791.02,13,3.5
2024-05-09,P1001,Alpha Watch,2098.54,4,4.2
2024-05-09,P1002,Beta Earbuds,1432.54,11,4.4
2024-05-09,P1003,Gamma Phone Case,384.28,21,3.2
2024-05-09,P1004,Delta Power Bank,1006.69,11,3.1
2024-05-09,P1005,Epsilon Charger,827.81,13,3.9
2024-05-10,P1001,Alpha Watch,1909.12,7,3.2
2024-05-10,P1002,Beta Earbuds,1546.5,7,4.2
2024-05-10,P1003,Gamma Phone Case,386.93,19,3.5
2024-05-10,P1004,Delta Power Bank,1013.13,11,4.1
2024-05-10,P1005,Epsilon Charger,766.46,5,3.4
2024-05-11,P1001,Alpha Watch,2076.26,11,4.8
2024-05-11,P1002,Beta Earbuds,1464.25,16,5.0
2024-05-11,P1003,Gamma Phone Case,402.65,22,4.0
2024-05-11,P1004,Delta Power Bank,955.42,11,3.5
2024-05-11,P1005,Epsilon Charger,768.36,9,4.1
2024-05-12,P1001,Alpha Watch,1925.69,8,3.8
2024-05-12,P1002,Beta Earbuds,1448.86,17,4.1
2024-05-12,P1003,Gamma Phone Case,407.4,23,3.8
2024-05-12,P1004,Delta Power Bank,986.42,14,4.5
2024-05-12,P1005,Epsilon Charger,802.25,12,3.9
2024-05-13,P1001,Alpha Watch,1609.91,7,4.5
2024-05-13,P1002,Beta Earbuds,1473.22,11,3.3
2024-05-13,P1003,Gamma Phone Case,399.85,19,3.7
2024-05-13,P1004,Delta Power Bank,998.66,8,4.4
2024-05-13,P1005,Epsilon Charger,825.49,7,3.9
2024-05-14,P1001,Alpha Watch,1901.85,6,3.7
2024-05-14,P1002,Beta Earbuds,1466.57,14,3.4
2024-05-14,P1003,Gamma Phone Case,405.26,21,3.9
2024-05-14,P1004,Delta Power Bank,1026.98,15,3.5
2024-05-14,P1005,Epsilon Charger,837.0,10,4.3
2024-05-15,P1001,Alpha Watch,2069.05,7,4.4
2024-05-15,P1002,Beta Earbuds,1558.0,5,4.4
2024-05-15,P1003,Gamma Phone Case,383.38,19,4.8
2024-05-15,P1004,Delta Power Bank,1006.81,5,3.8
2024-05-15,P1005,Epsilon Charger,829.56,11,3.9
2024-05-16,P1001,Alpha Watch,1978.95,7,3.9
2024-05-16,P1002,Beta Earbuds,1500.43,15,3.1
2024-05-16,P1003,Gamma Phone Case,406.75,24,4.0
2024-05-16,P1004,Delta Power Bank,1046.19,12,3.7
2024-05-16,P1005,Epsilon Charger,827.46,8,4.8
2024-05-17,P1001,Alpha Watch,2016.38,10,4.2
2024-05-17,P1002,Beta Earbuds,1478.71,10,3.1
2024-05-17,P1003,Gamma Phone Case,384.56,20,4.2
2024-05-17,P1004,Delta Power Bank,1034.15,12,4.1
2024-05-17,P1005,Epsilon Charger,759.98,7,4.9
2024-05-18,P1001,Alpha Watch,2091.67,14,4.0
2024-05-18,P1002,Beta Earbuds,1460.33,9,2.9
2024-05-18,P1003,Gamma Phone Case,417.66,24,4.5
2024-05-18,P1004,Delta Power Bank,989.27,11,3.6
2024-05-18,P1005,Epsilon Charger,833.95,12,4.4
2024-05-19,P1001,Alpha Watch,1992.35,9,3.7
2024-05-19,P1002,Beta Earbuds,1521.92,17,3.7
2024-05-19,P1003,Gamma Phone Case,409.32,21,3.7
2024-05-19,P1004,Delta Power Bank,969.01,7,4.3
2024-05-19,P1005,Epsilon Charger,788.02,6,4.5
2024-05-20,P1001,Alpha Watch,2040.69,7,4.2
2024-05-20,P1002,Beta Earbuds,1519.74,8,3.2
2024-05-20,P1003,Gamma Phone Case,385.66,18,2.9
2024-05-20,P1004,Delta Power Bank,1037.65,9,3.5
2024-05-20,P1005,Epsilon Charger,834.88,1,4.4
2024-05-21,P1001,Alpha Watch,1968.82,10,3.4
2024-05-21,P1002,Beta Earbuds,1526.08,16,4.4
2024-05-21,P1003,Gamma Phone Case,385.9,23,4.6
2024-05-21,P1004,Delta Power Bank,958.18,7,4.7
2024-05-21,P1005,Epsilon Charger,801.94,4,5.0
2024-05-22,P1001,Alpha Watch,2019.26,11,4.0
2024-05-22,P1002,Beta Earbuds,1524.76,10,4.5
2024-05-22,P1003,Gamma Phone Case,404.51,19,3.1
2024-05-22,P1004,Delta Power Bank,977.44,7,4.2
2024-05-22,P1005,Epsilon Charger,837.77,9,3.7
2024-05-23,P1001,Alpha Watch,1956.39,7,4.2
2024-05-23,P1002,Beta Earbuds,1475.22,10,5.0
2024-05-23,P1003,Gamma Phone Case,405.21,19,3.3
2024-05-23,P1004,Delta Power Bank,965.24,6,3.9
2024-05-23,P1005,Epsilon Charger,801.75,11,3.5
2024-05-24,P1001,Alpha Watch,1948.75,13,4.0
2024-05-24,P1002,Beta Earbuds,1553.33,12,3.4
2024-05-24,P1003,Gamma Phone Case,407.12,19,4.0
2024-05-24,P1004,Delta Power Bank,1020.19,9,3.2
2024-05-24,P1005,Epsilon Charger,766.37,8,4.2
2024-05-25,P1001,Alpha Watch,2016.18,9,3.8
2024-05-25,P1002,Beta Earbuds,1539.67,11,3.7
2024-05-25,P1003,Gamma Phone Case,391.46,20,3.3
2024-05-25,P1004,Delta Power Bank,995.45,9,4.2
2024-05-25,P1005,Epsilon Charger,803.33,10,5.0
2024-05-26,P1001,Alpha Watch,1989.62,9,4.3
2024-05-26,P1002,Beta Earbuds,1549.64,8,3.6
2024-05-26,P1003,Gamma Phone Case,397.9,31,3.3
2024-05-26,P1004,Delta Power Bank,980.28,13,4.5
2024-05-26,P1005,Epsilon Charger,789.08,11,4.2
2024-05-27,P1001,Alpha Watch,2072.17,5,4.9
2024-05-27,P1002,Beta Earbuds,1431.41,10,2.9
2024-05-27,P1003,Gamma Phone Case,414.42,13,4.0
2024-05-27,P1004,Delta Power Bank,1038.1,11,2.6
2024-05-27,P1005,Epsilon Charger,663.83,8,4.5
2024-05-28,P1001,Alpha Watch,1912.05,5,4.4
2024-05-28,P1002,Beta Earbuds,1503.54,15,3.5
2024-05-28,P1003,Gamma Phone Case,400.93,17,3.6
2024-05-28,P1004,Delta Power Bank,967.88,10,4.2
2024-05-28,P1005,Epsilon Charger,827.66,9,2.7
2024-05-29,P1001,Alpha Watch,2021.17,2,4.9
2024-05-29,P1002,Beta Earbuds,1479.22,10,4.3
2024-05-29,P1003,Gamma Phone Case,404.22,24,3.4
2024-05-29,P1004,Delta Power Bank,958.66,13,4.6
2024-05-29,P1005,Epsilon Charger,784.03,12,4.8
2024-05-30,P1001,Alpha Watch,1936.18,10,4.8
2024-05-30,P1002,Beta Earbuds,1553.59,12,4.2
2024-05-30,P1003,Gamma Phone Case,417.32,22,4.3
2024-05-30,P1004,Delta Power Bank,989.76,2,3.7
2024-05-30,P1005,Epsilon Charger,821.11,4,3.3
2024-05-31,P1001,Alpha Watch,1525.11,11,3.4
2024-05-31,P1002,Beta Earbuds,1491.49,12,3.1
2024-05-31,P1003,Gamma Phone Case,401.54,17,4.6
2024-05-31,P1004,Delta Power Bank,993.65,9,4.0
2024-05-31,P1005,Epsilon Charger,781.34,5,3.6
2024-06-01,P1001,Alpha Watch,2096.36,6,4.1
2024-06-01,P1002,Beta Earbuds,1561.39,12,4.0
2024-06-01,P1003,Gamma Phone Case,410.15,28,4.3
2024-06-01,P1004,Delta Power Bank,970.28,14,4.3
2024-06-01,P1005,Epsilon Charger,759.94,13,3.6
2024-06-02,P1001,Alpha Watch,2039.35,9,4.1
2024-06-02,P1002,Beta Earbuds,1500.08,11,4.2
2024-06-02,P1003,Gamma Phone Case,386.96,26,3.6
2024-06-02,P1004,Delta Power Bank,959.57,9,4.4
2024-06-02,P1005,Epsilon Charger,800.11,10,3.5
2024-06-03,P1001,Alpha Watch,2095.16,12,5.0
2024-06-03,P1002,Beta Earbuds,1472.41,11,3.7
2024-06-03,P1003,Gamma Phone Case,412.88,16,3.9
2024-06-03,P1004,Delta Power Bank,992.58,13,4.3
2024-06-03,P1005,Epsilon Charger,785.2,7,4.9
2024-06-04,P1001,Alpha Watch,1985.86,8,3.3
2024-06-04,P1002,Beta Earbuds,1453.58,9,4.6
2024-06-04,P1003,Gamma Phone Case,410.36,23,3.2
2024-06-04,P1004,Delta Power Bank,1044.86,6,4.3
2024-06-04,P1005,Epsilon Charger,782.8,9,4.0
2024-06-05,P1001,Alpha Watch,1959.63,9,4.2
2024-06-05,P1002,Beta Earbuds,1537.67,8,3.3
2024-06-05,P1003,Gamma Phone Case,412.26,17,3.4
2024-06-05,P1004,Delta Power Bank,976.57,9,3.7
2024-06-05,P1005,Epsilon Charger,793.82,9,5.0
2024-06-06,P1001,Alpha Watch,1948.09,9,3.3
2024-06-06,P1002,Beta Earbuds,1534.71,10,3.7
2024-06-06,P1003,Gamma Phone Case,418.3,22,3.7
2024-06-06,P1004,Delta Power Bank,953.72,16,4.6
2024-06-06,P1005,Epsilon Charger,799.4,4,4.2
2024-06-07,P1001,Alpha Watch,2001.52,2,3.8
2024-06-07,P1002,Beta Earbuds,1553.16,10,4.9
2024-06-07,P1003,Gamma Phone Case,405.34,21,4.4
2024-06-07,P1004,Delta Power Bank,965.36,10,4.4
2024-06-07,P1005,Epsilon Charger,804.49,11,4.4
2024-06-08,P1001,Alpha Watch,1942.83,13,5.0
2024-06-08,P1002,Beta Earbuds,1524.59,12,4.0
2024-06-08,P1003,Gamma Phone Case,412.88,23,4.4
2024-06-08,P1004,Delta Power Bank,1027.36,18,3.5
2024-06-08,P1005,Epsilon Charger,836.65,8,3.5
2024-06-09,P1001,Alpha Watch,2030.45,7,3.8
2024-06-09,P1002,Beta Earbuds,1431.91,13,3.6
2024-06-09,P1003,Gamma Phone Case,405.46,18,3.0
2024-06-09,P1004,Delta Power Bank,833.14,8,5.0
2024-06-09,P1005,Epsilon Charger,628.88,6,4.5
2024-06-10,P1001,Alpha Watch,1950.92,6,4.4
2024-06-10,P1002,Beta Earbuds,1165.21,10,5.0
2024-06-10,P1003,Gamma Phone Case,394.47,22,2.9
2024-06-10,P1004,Delta Power Bank,950.58,13,3.5
2024-06-10,P1005,Epsilon Charger,828.52,12,4.5
2024-06-11,P1001,Alpha Watch,1971.36,4,5.0
2024-06-11,P1002,Beta Earbuds,1517.32,12,3.6
2024-06-11,P1003,Gamma Phone Case,408.7,20,3.4
2024-06-11,P1004,Delta Power Bank,1015.34,10,3.4
2024-06-11,P1005,Epsilon Charger,796.02,7,3.6
2024-06-12,P1001,Alpha Watch,2023.68,11,4.6
2024-06-12,P1002,Beta Earbuds,1462.62,10,4.0
2024-06-12,P1003,Gamma Phone Case,400.23,16,4.0
2024-06-12,P1004,Delta Power Bank,977.65,9,3.7
2024-06-12,P1005,Epsilon Charger,808.16,14,3.9
2024-06-13,P1001,Alpha Watch,1915.32,7,3.5
2024-06-13,P1002,Beta Earbuds,1463.96,10,3.0
2024-06-13,P1003,Gamma Phone Case,398.42,20,3.8
2024-06-13,P1004,Delta Power Bank,1001.99,11,3.9
2024-06-13,P1005,Epsilon Charger,799.29,13,3.8
2024-06-14,P1001,Alpha Watch,2038.49,6,3.3
2024-06-14,P1002,Beta Earbuds,1478.12,18,3.6
2024-06-14,P1003,Gamma Phone Case,390.62,21,4.7
2024-06-14,P1004,Delta Power Bank,1015.93,10,4.6
2024-06-14,P1005,Epsilon Charger,792.16,3,4.8
2024-06-15,P1001,Alpha Watch,1940.53,8,3.9
2024-06-15,P1002,Beta Earbuds,1476.57,9,4.0
2024-06-15,P1003,Gamma Phone Case,388.87,27,3.5
2024-06-15,P1004,Delta Power Bank,950.03,10,3.8
2024-06-15,P1005,Epsilon Charger,637.24,7,4.3
2024-06-16,P1001,Alpha Watch,1560.8,10,5.0
2024-06-16,P1002,Beta Earbuds,1533.23,15,3.7
2024-06-16,P1003,Gamma Phone Case,412.81,20,2.9
2024-06-16,P1004,Delta Power Bank,1003.9,2,3.0
2024-06-16,P1005,Epsilon Charger,772.95,12,3.5
2024-06-17,P1001,Alpha Watch,1927.92,10,3.9
2024-06-17,P1002,Beta Earbuds,1427.57,12,4.0
2024-06-17,P1003,Gamma Phone Case,418.8,19,3.2
2024-06-17,P1004,Delta Power Bank,1048.81,7,4.4
2024-06-17,P1005,Epsilon Charger,787.12,8,3.6
2024-06-18,P1001,Alpha Watch,1980.7,8,3.3
2024-06-18,P1002,Beta Earbuds,1445.15,10,3.5
2024-06-18,P1003,Gamma Phone Case,416.83,20,3.1
2024-06-18,P1004,Delta Power Bank,1006.69,9,4.2
2024-06-18,P1005,Epsilon Charger,787.78,6,3.9
2024-06-19,P1001,Alpha Watch,1629.97,3,4.3
2024-06-19,P1002,Beta Earbuds,1216.48,10,3.9
2024-06-19,P1003,Gamma Phone Case,413.32,20,3.3
2024-06-19,P1004,Delta Power Bank,1008.36,10,4.4
2024-06-19,P1005,Epsilon Charger,821.43,3,4.5
2024-06-20,P1001,Alpha Watch,2060.96,12,4.2
2024-06-20,P1002,Beta Earbuds,1533.62,16,5.0
2024-06-20,P1003,Gamma Phone Case,313.25,21,3.5
2024-06-20,P1004,Delta Power Bank,950.23,9,4.7
2024-06-20,P1005,Epsilon Charger,762.16,6,3.8
2024-06-21,P1001,Alpha Watch,1996.41,7,4.6
2024-06-21,P1002,Beta Earbuds,1499.03,15,4.8
2024-06-21,P1003,Gamma Phone Case,397.23,20,4.0
2024-06-21,P1004,Delta Power Bank,974.69,5,4.4
2024-06-21,P1005,Epsilon Charger,818.62,13,3.0
2024-06-22,P1001,Alpha Watch,1650.52,9,4.4
2024-06-22,P1002,Beta Earbuds,1456.33,12,3.5
2024-06-22,P1003,Gamma Phone Case,393.35,24,3.6
2024-06-22,P1004,Delta Power Bank,773.42,13,4.4
2024-06-22,P1005,Epsilon Charger,777.7,10,4.9
2024-06-23,P1001,Alpha Watch,2052.28,11,3.2
2024-06-23,P1002,Beta Earbuds,1538.71,16,3.8
2024-06-23,P1003,Gamma Phone Case,415.82,26,3.1
2024-06-23,P1004,Delta Power Bank,984.64,14,4.8
2024-06-23,P1005,Epsilon Charger,830.54,14,3.6
2024-06-24,P1001,Alpha Watch,2047.02,7,3.7
2024-06-24,P1002,Beta Earbuds,1475.93,10,5.0
2024-06-24,P1003,Gamma Phone Case,391.01,24,4.7
2024-06-24,P1004,Delta Power Bank,1020.42,10,4.2
2024-06-24,P1005,Epsilon Charger,771.11,9,3.8
2024-06-25,P1001,Alpha Watch,1902.62,12,3.6
2024-06-25,P1002,Beta Earbuds,1569.15,14,3.6
2024-06-25,P1003,Gamma Phone Case,401.9,17,3.2
2024-06-25,P1004,Delta Power Bank,1006.34,7,4.3
2024-06-25,P1005,Epsilon Charger,629.26,8,4.6
2024-06-26,P1001,Alpha Watch,1946.45,8,4.5
2024-06-26,P1002,Beta Earbuds,1435.56,12,3.5
2024-06-26,P1003,Gamma Phone Case,395.3,17,3.9
2024-06-26,P1004,Delta Power Bank,971.77,8,3.8
2024-06-26,P1005,Epsilon Charger,823.26,6,3.9
2024-06-27,P1001,Alpha Watch,1977.0,6,3.1
2024-06-27,P1002,Beta Earbuds,1550.53,12,3.8
2024-06-27,P1003,Gamma Phone Case,310.02,15,4.9
2024-06-27,P1004,Delta Power Bank,829.92,11,4.2
2024-06-27,P1005,Epsilon Charger,817.56,1,3.2
2024-06-28,P1001,Alpha Watch,2033.65,5,4.5
2024-06-28,P1002,Beta Earbuds,1187.6,17,5.0
2024-06-28,P1003,Gamma Phone Case,388.02,17,4.3
2024-06-28,P1004,Delta Power Bank,959.16,9,3.7
2024-06-28,P1005,Epsilon Charger,795.12,10,4.5
